,VOTE_AVERAGE,BUDGET,REVENUE,cluster
5214,7.4,1000000,9423445,1
5215,6.2,60000000,9420546,2
5216,6.0,22000000,9418365,1
5217,6.6,27000000,9411042,2
5218,7.3,2000000,9400000,1
5219,6.1,25000000,9381260,2
5220,6.1,9200000,9346177,1
5221,6.9,5000000,9341824,1
5222,6.1,45000000,9323833,2
5223,5.5,10000000,9322895,1
5224,6.8,4000000,9304609,1
5225,6.9,6400000,9293785,1
5226,5.8,3500000,9250000,1
5227,7.4,2000000,9250000,1
5228,4.3,3500000,9247881,1
5229,5.8,40000000,9243140,2
5230,6.0,7000000,9229401,1
5231,6.6,5000000,9206470,1
5232,6.2,6200000,9205924,1
5233,6.6,25000000,9204549,2
5234,6.7,5200000,9200000,1
5235,6.0,1400000,9200000,1
5236,7.1,3000000,9194283,1
5237,7.1,2000000,9172000,1
5238,6.2,22000000,9171289,1
5239,6.0,7300000,9166810,1
5240,7.4,1100000,9148519,1
5241,6.9,1000000,9138338,1
5242,7.6,2160000,9132000,1
5243,5.9,18000000,9129999,1
5244,7.1,8000000,9128263,1
5245,6.9,5000000,9114264,1
5246,7.3,15000000,9104716,1
5247,7.5,13000000,9101546,1
5248,6.8,7500000,9100000,1
5249,5.8,7400000,9100000,1
5250,6.6,5000000,9100000,1
5251,4.8,900000,9097072,1
5252,6.3,7000000,9094451,1
5253,6.2,5474000,9080000,1
5254,7.6,6000000,9077700,1
5255,6.2,6700000,9074836,1
5256,7.4,3000000,9012000,1
5257,5.8,22000000,9011574,1
5258,6.0,2581561,9001826,1
5259,5.8,8000000,9000000,1
5260,5.7,6000000,9000000,1
5261,6.3,1000000,9000000,1
5262,7.4,12000000,9000000,1
5263,8.2,3000000,9000000,1
5264,7.4,3900000,9000000,1
5265,5.6,8000000,9000000,1
5266,6.2,25000000,9000000,2
5267,6.1,1200000,9000000,1
5268,6.2,18000000,9000000,1
5269,7.3,3000000,9000000,1
5270,7.5,783000,9000000,1
5271,6.7,9000000,8996802,1
5272,6.8,350000,8969065,1
5273,7.2,8000000,8946600,1
5274,5.5,13000000,8946237,1
5275,6.4,8500000,8936663,1
5276,5.9,17289533,8929413,1
5277,5.2,5579750,8927600,1
5278,3.4,7000000,8914881,1
5279,4.9,2900000,8900000,1
5280,7.2,7000000,8900000,1
5281,6.2,28000000,8891623,2
5282,7.2,12000000,8880045,1
5283,6.5,6000000,8873950,1
5284,6.6,14000000,8863193,1
5285,6.4,11000000,8862354,1
5286,5.7,1700000,8844595,1
5287,6.7,3425875,8838757,1
5288,6.6,8000000,8826094,1
5289,5.8,20000000,8821329,1
5290,5.8,8000000,8810591,1
5291,5.6,25000000,8808611,2
5292,6.9,15000000,8804000,1
5293,6.8,10000000,8801940,1
5294,7.8,4500000,8800000,1
5295,6.0,35000000,8797839,2
5296,7.1,5000000,8791590,1
5297,6.2,1500000,8786756,1
5298,6.4,15000000,8786375,1
5299,5.1,12440560,8785730,1
5300,5.6,25000000,8784318,2
5301,6.7,300000,8771757,1
5302,6.0,15000000,8762890,1
5303,6.5,20000000,8751856,1
5304,7.3,2500000,8750000,1
5305,6.9,125000,8737458,1
5306,5.0,17000000,8720000,1
5307,7.8,125000,8708932,1
5308,6.1,40000000,8694320,2
5309,7.1,2800000,8680109,1
5310,7.4,500000,8679814,1
5311,5.0,10000000,8667684,1
5312,7.0,20000000,8654322,1
5313,5.8,16000000,8645411,1
5314,6.7,40000000,8638163,2
5315,4.4,3000000,8628997,1
5316,7.0,15000000,8620929,1
5317,7.6,6000000,8618766,1
5318,6.7,25000000,8613462,2
5319,7.5,20800000,8600000,1
5320,8.0,15000000,8596000,1
5321,5.3,20000000,8586376,1
5322,6.4,30000000,8574339,2
5323,6.1,22000000,8564586,1
5324,5.6,1000000,8556940,1
5325,6.0,28000000,8555008,2
5326,4.8,5393500,8552550,1
5327,5.6,7000000,8521017,1
5328,6.8,1250000,8500000,1
5329,6.2,40000000,8493890,2
5330,4.4,5000000,8493728,1
5331,7.0,30000000,8484418,2
5332,5.2,40000000,8479793,2
5333,5.7,8166084,8475827,1
5334,5.4,13000000,8475466,1
5335,5.6,55000000,8461686,2
5336,7.1,30000000,8454301,2
5337,8.3,1133865,8442829,1
5338,5.6,24000000,8434146,2
5339,7.0,8000000,8431194,1
5340,5.8,33000000,8408835,2
5341,5.9,4800000,8400000,1
5342,6.6,4500000,8400000,1
5343,6.3,25000000,8400000,2
5344,8.2,1400000,8400000,1
5345,5.9,55000000,8382938,2
5346,6.0,20000000,8380329,1
5347,7.2,7000000,8373585,1
5348,7.0,5000000,8356097,1
5349,6.2,20000000,8352885,1
5350,5.5,7000000,8351526,1
5351,7.3,7000000,8349430,1
5352,5.5,28000000,8345056,2
5353,6.6,50000000,8342132,2
5354,6.7,10000000,8332431,1
5355,6.3,21000000,8329799,1
5356,5.9,25000000,8307227,2
5357,6.0,14000000,8306690,1
5358,5.3,9000000,8303261,1
5359,6.3,8100000,8300000,1
5360,6.2,1400000,8300000,1
5361,5.1,3700000,8300000,1
5362,6.6,19000000,8300000,1
5363,6.7,8000000,8279017,1
5364,7.1,4000000,8277796,1
5365,6.6,11000000,8266343,1
5366,5.6,3500000,8262833,1
5367,4.9,40000000,8251071,2
5368,6.0,6629445,8249053,1
5369,6.7,19000000,8247943,1
5370,7.2,15000000,8235661,1
5371,6.4,6000000,8220990,1
5372,7.3,7000000,8220215,1
5373,6.7,11000000,8211952,1
5374,7.5,5000000,8203235,1
5375,6.3,5200000,8200000,1
5376,6.7,6000000,8200000,1
5377,6.9,4000000,8200000,1
5378,7.5,7202188,8194857,1
5379,6.0,41000000,8179416,2
5380,7.5,2380000,8176544,1
5381,6.2,33000000,8175346,2
5382,5.1,19000000,8165212,1
5383,7.6,5000000,8159508,1
5384,6.1,5000000,8153677,1
5385,5.5,8000000,8143225,1
5386,6.3,15000000,8138788,1
5387,6.6,820000,8130000,1
5388,7.2,8600000,8124257,1
5389,6.4,9000000,8119285,1
5390,6.2,19250000,8112712,1
5391,7.8,12516654,8109160,1
5392,6.0,30000000,8100000,2
5393,5.6,6500000,8100000,1
5394,7.3,5200000,8100000,1
5395,6.1,4000000,8095658,1
5396,6.9,14500000,8089290,1
5397,6.9,46630000,8083123,2
5398,6.8,2740700,8050806,1
5399,7.1,13000000,8038508,1
5400,6.9,18000000,8038061,1
5401,5.4,13000000,8033397,1
5402,4.5,13000000,8026971,1
5403,5.7,4500000,8025872,1
5404,5.6,20000000,8016708,1
5405,5.7,26000000,8009329,2
5406,7.2,780000,8000000,1
5407,7.2,10600000,8000000,1
5408,6.6,250000,8000000,1
5409,5.5,450000,8000000,1
5410,6.5,3000000,8000000,1
5411,6.9,151000,8000000,1
5412,6.3,200000,8000000,1
5413,7.0,3768785,8000000,1
5414,6.5,3950000,8000000,1
5415,7.4,1720000,8000000,1
5416,6.1,300000,8000000,1
5417,7.8,3200000,8000000,1
5418,4.8,11000000,8000000,1
5419,5.3,73000,8000000,1
5420,6.8,270000,8000000,1
5421,7.7,1800000,8000000,1
5422,7.7,730000,8000000,1
5423,7.8,2000000,8000000,1
5424,7.3,10000000,7997774,1
5425,7.3,6900000,7993039,1
5426,6.8,18000000,7972967,1
5427,7.0,42000000,7959291,2
5428,6.9,5000000,7951247,1
5429,6.6,15000000,7938872,1
5430,5.9,28000000,7936780,2
5431,7.0,9000000,7936012,1
5432,7.0,4400000,7900000,1
5433,6.0,6100000,7900000,1
5434,6.2,20000000,7900000,1
5435,4.1,3000000,7900000,1
5436,7.2,12000000,7900000,1
5437,6.8,2000000,7900000,1
5438,5.7,400000,7888102,1
5439,6.9,6000000,7875862,1
5440,7.7,2000000,7871522,1
5441,6.0,10000000,7864905,1
5442,6.7,11000000,7847000,1
5443,6.4,10000000,7840873,1
5444,7.7,700000,7830611,1
5445,6.6,10400000,7825000,1
5446,6.8,13000000,7820688,1
5447,8.0,300000,7808524,1
5448,6.0,1092000,7800000,1
5449,6.1,1500000,7800000,1
5450,7.0,1900000,7800000,1
5451,6.4,9500000,7800000,1
5452,7.1,2000000,7800000,1
5453,6.5,1000000,7800000,1
5454,7.7,800000,7800000,1
5455,8.2,2479000,7797728,1
5456,6.7,40000000,7785317,2
5457,5.5,25000000,7775138,2
5458,6.2,3500000,7766240,1
5459,7.4,3000000,7738129,1
5460,6.9,7000000,7736632,1
5461,6.0,10900000,7725902,1
5462,7.4,2300000,7724701,1
5463,7.5,1100000,7700000,1
5464,5.0,21000000,7700000,1
5465,6.1,3000000,7700000,1
5466,3.8,3500000,7700000,1
5467,7.6,2200000,7700000,1
5468,6.1,7400000,7690013,1
5469,6.8,8700000,7659918,1
5470,7.6,25000000,7649973,2
5471,6.1,7000000,7644937,1
5472,7.7,6600000,7632420,1
5473,5.6,1180280,7630000,1
5474,6.5,17000000,7603766,1
5475,7.3,7000000,7600000,1
5476,7.3,1600000,7600000,1
5477,6.9,1700000,7600000,1
5478,7.7,2000000,7600000,1
5479,7.4,1031764,7566841,1
5480,7.0,1707561,7566000,1
5481,6.3,20000000,7563728,1
5482,5.2,21000000,7563172,1
5483,6.6,2121476,7557761,1
5484,7.2,4000000,7537453,1
5485,6.3,20000000,7535331,1
5486,6.2,5000000,7527232,1
5487,7.0,6000000,7518876,1
5488,5.5,8500000,7500000,1
5489,6.4,3500000,7500000,1
5490,7.2,6000000,7500000,1
5491,7.8,6000000,7500000,1
5492,6.3,23000000,7434726,1
5493,5.8,10000000,7433663,1
5494,7.5,1644736,7433101,1
5495,6.0,5000000,7419431,1
5496,5.0,19000000,7411659,1
5497,8.0,4500000,7390108,1
5498,6.5,15500000,7385434,1
5499,5.9,2000000,7369373,1
5500,5.5,18000000,7365250,1
5501,6.2,10800000,7362730,1
5502,6.6,1600000,7356000,1
5503,6.6,25000000,7343114,2
5504,6.9,3500000,7339398,1
5505,7.7,5000000,7338987,1
5506,4.6,10000000,7316658,1
5507,5.0,17000000,7314027,1
5508,6.4,8000000,7310000,1
5509,5.6,18500000,7305209,1
5510,4.9,3000000,7301115,1
5511,6.4,4600000,7300000,1
5512,6.6,27000000,7300000,2
5513,5.8,7000000,7292175,1
5514,6.1,7000000,7286136,1
5515,6.3,3000000,7282851,1
5516,6.2,220000,7270000,1
5517,7.3,1530000,7267585,1
5518,4.1,54000000,7266209,2
5519,6.1,70000000,7250000,0
5520,5.6,10000000,7246979,1
5521,5.7,12000000,7242035,1
5522,5.3,10000000,7240837,1
5523,6.2,3000000,7240000,1
5524,6.3,20000000,7237794,1
5525,6.2,5000000,7230000,1
5526,6.7,4500000,7206220,1
5527,6.5,600000,7205073,1
5528,6.9,13000000,7201952,1
5529,5.7,11000000,7200000,1
5530,8.2,2540800,7200000,1
5531,6.2,47000000,7191399,2
5532,7.4,700000,7179298,1
5533,6.9,10000000,7177143,1
5534,6.2,4520000,7175592,1
5535,6.4,27000000,7164778,2
5536,6.5,32000000,7162618,2
5537,5.7,35000000,7155358,2
5538,6.7,175000,7137503,1
5539,5.8,31000000,7125027,2
5540,7.8,1000000,7123919,1
5541,4.4,100000000,7103973,0
5542,6.7,3000000,7100000,1
5543,6.2,3000000,7100000,1
5544,6.8,1549000,7096000,1
5545,6.6,8311205,7095755,1
5546,5.4,3082000,7082000,1
5547,7.1,13500000,7060876,1
5548,6.3,15000000,7060384,1
5549,5.9,6000200,7048886,1
5550,4.4,2006871,7040609,1
5551,6.4,50000000,7033683,2
5552,7.9,562680,7033500,1
5553,6.2,1700000,7029858,1
5554,6.2,10000000,7027000,1
5555,6.2,10000000,7022728,1
5556,6.8,950000,7022209,1
5557,5.5,17500000,7018189,1
5558,7.2,4500000,7011317,1
5559,5.6,17610801,7005528,1
5560,5.9,28000000,7002261,2
5561,6.9,2100000,7000000,1
5562,0.0,100000,7000000,1
5563,5.9,1000000,7000000,1
5564,4.9,800000,7000000,1
5565,6.8,1000000,7000000,1
5566,6.3,3000000,7000000,1
5567,5.6,64000,7000000,1
5568,7.4,2300000,7000000,1
5569,5.5,36000000,7000000,2
5570,7.2,5000000,7000000,1
5571,4.5,9000000,7000000,1
5572,3.7,5800000,7000000,1
5573,4.4,20000000,7000000,1
5574,7.0,1200000,7000000,1
5575,6.3,30000000,7000000,2
5576,7.5,1500000,7000000,1
5577,5.8,1580000,7000000,1
5578,7.4,100000,7000000,1
5579,7.7,1200000,7000000,1
5580,7.2,2135000,7000000,1
5581,4.9,33000000,6982465,2
5582,7.1,5635000,6981000,1
5583,4.8,900000,6980986,1
5584,5.3,17900000,6948633,1
5585,5.8,25000000,6939946,2
5586,7.1,1000000,6933459,1
5587,6.0,19000000,6928068,1
5588,6.8,15000000,6908797,1
5589,6.2,13000000,6903033,1
5590,6.7,6500000,6900000,1
5591,5.3,4200000,6900000,1
5592,7.3,2270000,6900000,1
5593,7.5,258158,6897446,1
5594,5.8,2361000,6892000,1
5595,6.2,12000000,6890432,1
5596,5.7,5000000,6880310,1
5597,7.3,1800000,6877900,1
5598,6.9,7000000,6860853,1
5599,5.1,6400000,6858261,1
5600,5.1,14000000,6856989,1
5601,6.6,2500000,6854611,1
5602,6.0,6000000,6852450,1
5603,6.4,8000000,6836201,1
5604,6.6,20000000,6819587,1
5605,5.5,21500000,6817535,1
5606,5.7,7000000,6812530,1
5607,4.9,50000000,6808550,2
5608,6.9,1800000,6800000,1
5609,7.5,5800000,6800000,1
5610,7.8,6000000,6795771,1
5611,7.7,800000,6792000,1
5612,8.1,6800000,6788659,1
5613,5.9,320000,6782283,1
5614,6.4,14734000,6775121,1
5615,5.5,8000000,6770587,1
5616,5.8,12000000,6754898,1
5617,7.1,3005000,6746000,1
5618,6.2,18000000,6740647,1
5619,6.1,8000000,6739141,1
5620,6.1,17000000,6735922,1
5621,6.1,7500000,6715067,1
5622,7.2,160000,6706368,1
5623,7.5,21000000,6700000,1
5624,6.6,4600000,6700000,1
5625,6.8,15000000,6700000,1
5626,6.5,11400000,6700000,1
5627,6.2,5621000,6699197,1
5628,6.6,19000000,6682098,1
5629,5.4,25000000,6673422,2
5630,6.9,2000000,6671108,1
5631,5.6,55000000,6632383,2
5632,5.7,1500000,6628603,1
5633,7.2,103000,6616296,1
5634,6.8,23000000,6604537,1
5635,5.9,15000000,6600000,1
5636,4.9,7700000,6600000,1
5637,6.2,2686000,6600000,1
5638,6.5,8616269,6593565,1
5639,7.4,7280000,6591038,1
5640,7.3,4500000,6582065,1
5641,6.6,13000000,6582052,1
5642,7.6,4500000,6566916,1
5643,5.2,30000000,6552255,2
5644,6.4,13000000,6551987,1
5645,6.4,3344039,6546059,1
5646,6.6,5000000,6538177,1
5647,6.4,6900000,6530000,1
5648,7.5,1700000,6521083,1
5649,6.5,5400000,6500000,1
5650,5.3,3500000,6500000,1
5651,6.2,4490000,6500000,1
5652,5.4,25000000,6500000,2
5653,7.2,3500000,6500000,1
5654,7.0,8000000,6491240,1
5655,6.4,18500000,6490401,1
5656,7.2,20000000,6485961,1
5657,6.0,37000000,6482195,2
5658,6.8,5000000,6463286,1
5659,6.2,9100000,6459306,1
5660,7.0,10000000,6451628,1
5661,7.1,20000000,6435260,1
5662,5.0,39000000,6432551,2
5663,7.4,26000000,6416063,2
5664,5.0,15000000,6414729,1
5665,5.2,14000000,6413915,1
5666,7.1,2500000,6401336,1
5667,6.0,18000000,6375979,1
5668,6.9,20000000,6348889,1
5669,5.8,3000000,6342668,1
5670,5.4,5000000,6341855,1
5671,5.3,2500000,6341684,1
5672,5.5,15000000,6340723,1
5673,6.4,6000000,6330054,1
5674,6.8,1300000,6300000,1
5675,6.4,15000000,6284090,1
5676,4.3,25000000,6278139,2
5677,5.7,10000000,6272403,1
5678,6.4,7500000,6266621,1
5679,4.7,7000000,6265483,1
5680,6.9,25000000,6265311,2
5681,7.6,1600000,6263224,1
5682,6.3,1603469,6241682,1
5683,6.1,43000000,6219894,2
5684,7.7,10000000,6203044,1
5685,6.4,11000000,6191746,1
5686,6.1,3000000,6180000,1
5687,6.7,916000,6179955,1
5688,6.9,8000000,6177725,1
5689,6.8,6000000,6174491,1
5690,6.7,5000000,6157157,1
5691,7.5,9000000,6153939,1
5692,5.2,1250000,6149983,1
5693,5.8,10000000,6148000,1
5694,5.8,1497520,6137054,1
5695,5.2,30000000,6112613,2
5696,6.6,9000000,6108720,1
5697,6.2,10000000,6106178,1
5698,6.3,12823507,6101904,1
5699,6.1,4000000,6101046,1
5700,7.4,970000,6100000,1
5701,6.3,1700000,6100000,1
5702,5.6,30000000,6100000,2
5703,4.6,10107727,6073724,1
5704,5.7,20500000,6063556,1
5705,6.1,9000000,6045657,1
5706,6.5,25000000,6015494,2
5707,7.3,18000000,6007194,1
5708,7.2,2000000,6003587,1
5709,6.7,2600000,6000000,1
5710,6.4,1000000,6000000,1
5711,7.5,4000000,6000000,1
5712,7.3,2000000,6000000,1
5713,7.3,1250000,6000000,1
5714,6.8,4000000,6000000,1
5715,4.6,20000000,6000000,1
5716,6.7,1500000,6000000,1
5717,7.4,4653000,6000000,1
5718,7.6,2000000,6000000,1
5719,6.0,4000000,6000000,1
5720,6.2,12000,6000000,1
5721,7.9,1288000,6000000,1
5722,8.0,2500000,5987386,1
5723,2.4,6900000,5987319,1
5724,6.4,2000000,5967038,1
5725,6.4,15000000,5926410,1
5726,5.5,3000000,5923000,1
5727,5.8,32000000,5914908,2
5728,7.5,1900000,5900000,1
5729,7.0,5210000,5900000,1
5730,3.3,10000000,5900000,1
5731,5.7,5200000,5900000,1
5732,6.1,6400000,5900000,1
5733,6.9,1900000,5900000,1
5734,7.5,18000000,5887457,1
5735,6.2,5000000,5879254,1
5736,5.5,22361,5876918,1
5737,5.7,30000000,5874530,2
5738,7.8,8000000,5873256,1
5739,6.3,16000000,5867686,1
5740,6.7,33000000,5864949,2
5741,7.2,6000000,5849647,1
5742,7.0,6000000,5844868,1
5743,7.4,2770000,5840000,1
5744,6.8,4200000,5835247,1
5745,6.5,23000000,5820015,1
5746,7.0,430000,5800000,1
5747,6.0,25000000,5796630,2
5748,6.6,6150000,5788176,1
5749,6.2,20000000,5781885,1
5750,5.8,25000000,5778353,2
5751,0.0,2221000,5773000,1
5752,7.3,1600000,5750000,1
5753,7.7,3500000,5750000,1
5754,6.1,13300000,5735963,1
5755,6.7,2400000,5731103,1
5756,5.5,8500000,5730596,1
5757,6.0,1500000,5728953,1
5758,6.7,19100000,5728213,1
5759,6.5,1493800,5727000,1
5760,6.6,20000000,5716080,1
5761,6.0,6500000,5715174,1
5762,6.2,14000000,5710236,1
5763,6.7,13000000,5701481,1
5764,7.0,6100000,5700000,1
5765,5.9,6000000,5699056,1
5766,6.9,28000000,5684789,2
5767,6.5,2200000,5672031,1
5768,5.4,12000000,5669831,1
5769,7.3,7000000,5664764,1
5770,7.1,8000000,5659286,1
5771,4.9,8000000,5656388,1
5772,6.4,19000000,5656087,1
5773,6.6,20000000,5642478,1
5774,6.2,500000,5639730,1
5775,7.7,1453000,5638000,1
5776,6.3,8000000,5634828,1
5777,7.5,6000000,5617391,1
5778,6.8,3900000,5600000,1
5779,7.1,2120000,5600000,1
5780,5.9,15000000,5600000,1
5781,8.1,2900000,5596708,1
5782,6.5,7500000,5596267,1
5783,6.6,18000000,5595327,1
5784,5.0,1500000,5585154,1
5785,6.7,19000000,5578519,1
5786,7.2,9800000,5566776,1
5787,6.0,8000000,5555305,1
5788,5.7,25000000,5549200,2
5789,5.6,18000000,5546827,1
5790,5.9,12000000,5542025,1
5791,5.6,2000000,5540941,1
5792,6.6,20000000,5530764,1
5793,8.3,2020000,5520000,1
5794,6.5,29000000,5519569,2
5795,6.3,5000000,5502773,1
5796,6.4,12000000,5500277,1
5797,5.3,5500000,5500000,1
5798,6.9,200000,5500000,1
5799,4.6,37000000,5500000,2
5800,6.5,750000,5500000,1
5801,6.3,27220000,5496951,2
5802,5.3,20000000,5484302,1
5803,6.6,5500000,5483299,1
5804,6.0,5000000,5476060,1
5805,8.4,30000000,5472914,2
5806,6.6,15000000,5461200,1
5807,5.9,5080800,5460628,1
5808,6.7,1000000,5457664,1
5809,4.9,1100000,5450815,1
5810,5.9,7000000,5430822,1
5811,4.5,38000000,5410749,2
5812,5.1,75000000,5409517,0
5813,5.2,9000000,5406879,1
5814,5.8,2700000,5400000,1
5815,6.3,2100000,5400000,1
5816,7.0,1600000,5400000,1
5817,6.7,1000000,5398976,1
5818,6.7,1000000,5396618,1
5819,6.6,9600000,5383097,1
5820,8.3,5000000,5380118,1
5821,7.0,4000000,5377643,1
5822,6.7,16000000,5367030,1
5823,6.5,2627000,5363000,1
5824,7.0,20000000,5359645,1
5825,6.2,7000000,5344577,1
5826,5.8,10000000,5343820,1
5827,7.3,2300000,5300000,1
5828,6.3,4873880,5296102,1
5829,6.7,1000000,5284309,1
5830,7.8,1300000,5274664,1
5831,7.0,1300000,5273000,1
5832,4.6,22000000,5271666,1
5833,5.6,550000,5269990,1
5834,6.7,12000000,5254986,1
5835,7.2,35000000,5250783,2
5836,6.8,3300000,5249225,1
5837,6.8,3500000,5231128,1
5838,8.0,3000000,5228752,1
5839,7.4,5000000,5224938,1
5840,6.6,5000000,5218973,1
5841,4.5,15000000,5217498,1
5842,6.3,8000000,5216102,1
5843,6.9,5100000,5200000,1
5844,4.3,46000000,5200000,2
5845,7.4,4000000,5200000,1
5846,5.9,30000000,5186767,2
5847,5.6,2733000,5186000,1
5848,6.4,2000000,5179037,1
5849,7.0,4000000,5169755,1
5850,6.5,10000000,5164404,1
5851,7.5,3500000,5155325,1
5852,6.2,25000000,5151023,2
5853,6.2,1775000,5150000,1
5854,5.1,25000000,5148503,2
5855,6.7,5000000,5144717,1
5856,6.2,6000000,5141166,1
5857,7.1,1600000,5138140,1
5858,6.2,4000000,5132274,1
5859,5.9,9466480,5127426,1
5860,6.5,6600000,5115725,1
5861,5.2,22000000,5111099,1
5862,5.8,14000000,5108820,1
5863,8.0,4000000,5104868,1
5864,6.8,200000,5100000,1
5865,6.8,940000,5100000,1
5866,6.9,4100000,5100000,1
5867,5.8,1900000,5100000,1
5868,4.3,6000000,5093707,1
5869,5.6,30000000,5092129,2
5870,5.9,20000000,5090852,1
5871,4.6,12000000,5086909,1
5872,7.1,1683000,5086000,1
5873,7.5,14000000,5080409,1
5874,6.5,4500000,5078400,1
5875,5.6,3400000,5075000,1
5876,5.5,19000000,5059608,1
5877,7.0,2500000,5050000,1
5878,7.1,2000000,5048693,1
5879,6.0,5000000,5042014,1
5880,7.2,800000,5034794,1
5881,5.9,15000000,5024782,1
5882,5.3,7000000,5021219,1
5883,6.4,950000,5012245,1
5884,5.2,25000000,5009305,2
5885,5.2,8500000,5001655,1
5886,7.5,490000,5000000,1
5887,5.7,5500000,5000000,1
5888,4.8,65000,5000000,1
5889,7.7,3400000,5000000,1
5890,1.0,500000,5000000,1
5891,5.8,4500000,5000000,1
5892,6.6,3000000,5000000,1
5893,6.4,3115000,5000000,1
5894,6.7,210000,5000000,1
5895,6.4,500000,5000000,1
5896,6.0,90000,5000000,1
5897,6.7,1355000,5000000,1
5898,5.5,100000,5000000,1
5899,5.9,592000,5000000,1
5900,7.0,3716946,5000000,1
5901,6.7,2700000,5000000,1
5902,6.4,2000000,5000000,1
5903,6.4,19032261,5000000,1
5904,7.1,8538703,5000000,1
5905,6.8,5000000,5000000,1
5906,8.4,1752000,5000000,1
5907,7.3,2900000,5000000,1
5908,8.2,1200000,4978922,1
5909,7.2,25000000,4957273,2
5910,6.6,45000000,4956701,2
5911,6.0,3300000,4949039,1
5912,7.4,5500000,4942449,1
5913,6.0,3300000,4941117,1
5914,5.0,12000000,4939939,1
5915,7.9,282099,4936739,1
5916,3.6,12000000,4922166,1
5917,5.6,3000000,4915757,1
5918,6.6,700000,4911725,1
5919,6.5,1805000,4905000,1
5920,7.5,2000000,4905000,1
5921,6.9,3000000,4900000,1
5922,8.0,1670000,4900000,1
5923,6.5,3900000,4900000,1
5924,7.7,1600000,4900000,1
5925,5.9,9000000,4886216,1
5926,5.5,12000000,4884663,1
5927,6.5,15000000,4882577,1
5928,6.5,8700000,4865912,1
5929,3.9,5500000,4865000,1
5930,5.7,2153912,4864560,1
5931,6.3,35000000,4858139,2
5932,6.8,13000000,4857367,1
5933,7.2,818418,4851244,1
5934,4.5,10000000,4842778,1
5935,6.1,5000000,4842699,1
5936,6.3,17000000,4836637,1
5937,7.0,6200000,4820000,1
5938,6.9,5069632,4817642,1
5939,6.8,5000000,4814619,1
5940,7.1,800000,4812444,1
5941,4.9,5400000,4803565,1
5942,6.3,3000000,4800080,1
5943,7.4,1600000,4800000,1
5944,7.3,2900000,4800000,1
5945,7.0,408000,4800000,1
5946,6.2,16000000,4796993,1
5947,6.1,10000000,4791599,1
5948,6.6,9000000,4777465,1
5949,6.6,3408000,4772000,1
5950,5.8,14000000,4764606,1
5951,6.6,19000000,4750000,1
5952,6.7,1060000,4740000,1
5953,7.5,2500000,4736202,1
5954,5.8,17000000,4729855,1
5955,7.1,2500000,4729352,1
5956,6.3,7000000,4720371,1
5957,5.2,10000000,4711220,1
5958,6.0,5000000,4710749,1
5959,5.6,5000000,4709246,1
5960,7.5,60000000,4700000,2
5961,6.4,670000,4700000,1
5962,8.8,1186380,4697273,1
5963,6.2,2349000,4689000,1
5964,7.0,967686,4658570,1
5965,7.1,35000000,4651977,2
5966,6.6,3500000,4645750,1
5967,6.9,2000000,4635300,1
5968,4.7,20000000,4634062,1
5969,6.5,10000000,4633668,1
5970,5.7,4000000,4630045,1
5971,7.1,4980190,4628777,1
5972,5.4,15000000,4627375,1
5973,6.4,3070000,4627000,1
5974,5.6,13000000,4619014,1
5975,7.2,9000000,4612788,1
5976,6.4,20000000,4609644,1
5977,6.6,45000000,4607608,2
5978,6.4,17000000,4603929,1
5979,4.4,2300000,4600000,1
5980,7.1,980000,4600000,1
5981,6.5,4500000,4600000,1
5982,7.3,2300000,4600000,1
5983,7.5,10000000,4596705,1
5984,5.7,16000000,4594452,1
5985,5.5,6000000,4591629,1
5986,6.8,300000,4588899,1
5987,4.4,24000000,4562146,2
5988,7.0,1516000,4544000,1
5989,5.8,1816720,4541800,1
5990,5.9,18000000,4536348,1
5991,5.5,3000000,4529892,1
5992,6.0,1470000,4526000,1
5993,6.9,200000,4505922,1
5994,6.3,3000000,4500000,1
5995,7.4,1500000,4500000,1
5996,6.5,2300000,4500000,1
5997,6.0,2500000,4500000,1
5998,5.7,35000000,4500000,2
5999,7.1,1103000,4500000,1
6000,7.9,325000,4500000,1
6001,6.7,5000000,4493306,1
6002,7.8,6900000,4493017,1
6003,4.7,11000000,4491986,1
6004,6.3,3056472,4472886,1
6005,6.5,1400000,4468000,1
6006,6.8,13000000,4463059,1
6007,7.4,1950000,4460000,1
6008,7.1,2133000,4428000,1
6009,6.8,750000,4424699,1
6010,7.0,2250000,4421000,1
6011,7.5,1600000,4420000,1
6012,6.2,10000000,4417580,1
6013,6.6,32679734,4412639,2
6014,6.4,16000000,4409328,1
6015,7.3,8500000,4404729,1
6016,4.4,5500000,4400000,1
6017,5.3,6000000,4398989,1
6018,7.4,4000000,4396821,1
6019,6.3,2000000,4389334,1
6020,5.7,25000000,4388563,2
6021,6.2,9600000,4386236,1
6022,6.3,3500000,4385516,1
6023,6.4,11000000,4385312,1
6024,7.6,20000000,4383538,1
6025,6.5,2020000,4374994,1
6026,6.5,802000,4371000,1
6027,6.8,10000000,4366460,1
6028,5.3,379000,4358000,1
6029,6.0,9000000,4350774,1
6030,7.2,1000000,4350000,1
6031,6.9,4615385,4346138,1
6032,5.3,10000000,4343227,1
6033,7.1,5019770,4335968,1
6034,5.9,1644000,4327000,1
6035,8.0,3800000,4307000,1
6036,7.3,8300000,4300000,1
6037,7.3,10000000,4300000,1
6038,6.1,3906840,4300000,1
6039,4.9,5100000,4300000,1
